alpha,amp,Qmin_over_Qmean,R,OSI,rho,field_eps,err_TAWSS,err_R,err_OSI,err_RRT,smooth_err_RRT
8,2.9,0.304048,0.552547,0.223727,0.02,0.281477,0.0316906,0.0495555,0.0611946,0.0573286,0
8,2.9,0.304048,0.552547,0.223727,0.05,0.654032,0.0634676,0.0981649,0.121221,0.128413,0
8,3,0.280049,0.538535,0.230732,0.01,0.142738,0.025786,0.0288103,0.033622,0.0307272,0
8,3,0.280049,0.538535,0.230732,0.02,0.282381,0.0323036,0.0517079,0.0603438,0.059263,0
8,3,0.280049,0.538535,0.230732,0.05,0.656132,0.0638601,0.10232,0.119409,0.133136,0
12,0.3,0.928005,0.995651,0.00217446,0.01,0.0630131,0.00482065,0.00225327,0.515868,0.00460341,2.22045e-16
12,0.3,0.928005,0.995651,0.00217446,0.02,0.124653,0.00796432,0.0026603,0.609056,0.00899455,2.22045e-16
12,0.3,0.928005,0.995651,0.00217446,0.05,0.289535,0.0194087,0.00272276,0.623353,0.020264,2.22045e-16
12,0.4,0.904007,0.968617,0.0156914,0.01,0.0788411,0.005571,0.00245914,0.0759004,0.00612844,2.22045e-16
12,0.4,0.904007,0.968617,0.0156914,0.02,0.155964,0.0125689,0.00444998,0.137347,0.0119582,2.22045e-16
12,0.4,0.904007,0.968617,0.0156914,0.05,0.362261,0.0258384,0.00700984,0.216356,0.0268373,2.22045e-16
12,0.5,0.880008,0.938527,0.0307365,0.01,0.0917582,0.00674742,0.00308991,0.0471746,0.00764902,2.22045e-16
12,0.5,0.880008,0.938527,0.0307365,0.02,0.181516,0.0164006,0.00883566,0.134897,0.0149066,2.22045e-16
12,0.5,0.880008,0.938527,0.0307365,0.05,0.421613,0.0316522,0.0146161,0.223149,0.0333431,2.22045e-16
12,0.6,0.85601,0.91025,0.0448751,0.01,0.102116,0.00785295,0.00374171,0.0379486,0.00916534,2.22045e-16
12,0.6,0.85601,0.91025,0.0448751,0.02,0.202007,0.0172242,0.00967094,0.0980831,0.0178412,2.22045e-16
12,0.6,0.85601,0.91025,0.0448751,0.05,0.469206,0.0358242,0.0196682,0.199476,0.0397944,2.22045e-16
12,0.7,0.832011,0.883627,0.0581865,0.01,0.110359,0.00889382,0.00441814,0.0335472,0.0106776,0
12,0.7,0.832011,0.883627,0.0581865,0.02,0.218314,0.0178223,0.0112785,0.0856386,0.0207631,0
12,0.7,0.832011,0.883627,0.0581865,0.05,0.507083,0.0394295,0.0243704,0.185046,0.0462044,0
12,0.8,0.808013,0.858517,0.0707415,0.01,0.116916,0.00987552,0.00512142,0.0310767,0.0121859,0
12,0.8,0.808013,0.858517,0.0707415,0.02,0.231285,0.0188112,0.0140038,0.0849749,0.0236735,0
12,0.8,0.808013,0.858517,0.0707415,0.05,0.537211,0.0429218,0.0296904,0.180161,0.052586,0
12,0.9,0.784015,0.831501,0.0842493,0.01,0.122152,0.0102912,0.00597091,0.029465,0.0136904,2.22045e-16
12,0.9,0.784015,0.831501,0.0842493,0.02,0.241642,0.0193213,0.0167991,0.0828997,0.0265737,2.22045e-16
12,0.9,0.784015,0.831501,0.0842493,0.05,0.561268,0.0458406,0.0350079,0.172756,0.0589519,2.22045e-16
12,1,0.760016,0.799992,0.100004,0.01,0.12636,0.0123133,0.00940115,0.0376026,0.0151913,0
12,1,0.760016,0.799992,0.100004,0.02,0.249967,0.0201512,0.0206168,0.0824627,0.0294648,0
12,1,0.760016,0.799992,0.100004,0.05,0.580604,0.0477934,0.0408785,0.163505,0.065315,0
12,1.1,0.736018,0.767678,0.116161,0.01,0.12977,0.0158721,0.0137274,0.0453606,0.0166888,2.22045e-16
12,1.1,0.736018,0.767678,0.116161,0.02,0.256712,0.0204696,0.0247195,0.0816825,0.0323482,2.22045e-16
12,1.1,0.736018,0.767678,0.116161,0.05,0.596271,0.0494907,0.0464805,0.153589,0.0716879,2.22045e-16
12,1.2,0.71202,0.736695,0.131652,0.01,0.132556,0.0179052,0.0164869,0.0461284,0.0181831,4.44089e-16
12,1.2,0.71202,0.736695,0.131652,0.02,0.262224,0.0217109,0.0284663,0.0796455,0.0352249,4.44089e-16
12,1.2,0.71202,0.736695,0.131652,0.05,0.609074,0.051126,0.0525856,0.147128,0.0780838,4.44089e-16
12,1.3,0.688021,0.708116,0.145942,0.01,0.134854,0.0182612,0.0177583,0.043082,0.0196742,2.22045e-16
12,1.3,0.688021,0.708116,0.145942,0.02,0.266768,0.022667,0.0311879,0.0756626,0.0380961,2.22045e-16
12,1.3,0.688021,0.708116,0.145942,0.05,0.61963,0.0529786,0.0589957,0.143125,0.0845159,2.22045e-16
12,1.4,0.664023,0.681672,0.159164,0.01,0.136764,0.0183091,0.0184603,0.0395312,0.0211624,2.22045e-16
12,1.4,0.664023,0.681672,0.159164,0.02,0.270547,0.0238966,0.0339463,0.072693,0.0409632,2.22045e-16
12,1.4,0.664023,0.681672,0.159164,0.05,0.628407,0.0549301,0.0650947,0.139395,0.0909977,2.22045e-16
12,1.5,0.640025,0.656023,0.171988,0.01,0.138366,0.0192038,0.020103,0.03834,0.0226478,4.44089e-16
12,1.5,0.640025,0.656023,0.171988,0.02,0.273716,0.0251188,0.0370227,0.0706089,0.0438272,4.44089e-16
12,1.5,0.640025,0.656023,0.171988,0.05,0.635767,0.0564579,0.0711615,0.135717,0.0975431,4.44089e-16
12,1.6,0.616026,0.630534,0.184733,0.01,0.139719,0.0211156,0.0225559,0.038494,0.0241307,2.22045e-16
12,1.6,0.616026,0.630534,0.184733,0.02,0.276393,0.0265173,0.0403227,0.068815,0.0466893,2.22045e-16
12,1.6,0.616026,0.630534,0.184733,0.05,0.641986,0.0575106,0.0773173,0.13195,0.104167,2.22045e-16
12,1.7,0.592028,0.606801,0.196599,0.01,0.140872,0.022061,0.0243018,0.0375036,0.025611,4.44089e-16
12,1.7,0.592028,0.606801,0.196599,0.02,0.278673,0.0277724,0.043243,0.0667345,0.0495508,4.44089e-16
12,1.7,0.592028,0.606801,0.196599,0.05,0.647282,0.0585383,0.0835709,0.12897,0.110883,4.44089e-16
12,1.8,0.56803,0.583351,0.208324,0.01,0.14186,0.0227638,0.0258292,0.0361635,0.0270891,2.22045e-16
12,1.8,0.56803,0.583351,0.208324,0.02,0.280628,0.0287699,0.0461635,0.0646337,0.0524128,2.22045e-16
12,1.8,0.56803,0.583351,0.208324,0.05,0.651822,0.0593651,0.0897376,0.125642,0.117709,2.22045e-16
12,1.9,0.544031,0.561265,0.219368,0.01,0.142712,0.0232033,0.0271846,0.0347766,0.0285651,2.22045e-16
12,1.9,0.544031,0.561265,0.219368,0.02,0.282315,0.0294751,0.0488988,0.0625552,0.0552765,2.22045e-16
12,1.9,0.544031,0.561265,0.219368,0.05,0.65574,0.0600971,0.0960542,0.12288,0.124659,2.22045e-16
12,2,0.520033,0.540666,0.229667,0.01,0.143453,0.0236217,0.028569,0.0336276,0.0300391,2.22045e-16
12,2,0.520033,0.540666,0.229667,0.02,0.283779,0.0300545,0.0516425,0.0607867,0.0581433,2.22045e-16
12,2,0.520033,0.540666,0.229667,0.05,0.659141,0.0609344,0.102087,0.120163,0.131753,2.22045e-16
12,2.1,0.496034,0.520956,0.239522,0.01,0.144099,0.0243793,0.0303564,0.0330124,0.0315113,2.22045e-16
12,2.1,0.496034,0.520956,0.239522,0.02,0.285058,0.0306087,0.054561,0.0593346,0.0610142,2.22045e-16
12,2.1,0.496034,0.520956,0.239522,0.05,0.662111,0.0615596,0.108173,0.117637,0.139009,2.22045e-16
12,2.2,0.472036,0.502254,0.248873,0.01,0.144666,0.0247302,0.0316789,0.0319658,0.0329819,4.44089e-16
12,2.2,0.472036,0.502254,0.248873,0.02,0.28618,0.0315457,0.0575717,0.058093,0.0638906,4.44089e-16
12,2.2,0.472036,0.502254,0.248873,0.05,0.664718,0.0619784,0.114241,0.115276,0.146446,4.44089e-16
12,2.3,0.448038,0.48465,0.257675,0.01,0.145167,0.0246676,0.0327865,0.0308333,0.034451,0
12,2.3,0.448038,0.48465,0.257675,0.02,0.28717,0.0318141,0.0601096,0.0565288,0.0667736,0
12,2.3,0.448038,0.48465,0.257675,0.05,0.667017,0.062397,0.1205,0.113322,0.154087,0
12,2.4,0.424039,0.467546,0.266227,0.01,0.145611,0.0247981,0.0341216,0.0299621,0.0359187,2.22045e-16
12,2.4,0.424039,0.467546,0.266227,0.02,0.288047,0.0321022,0.062841,0.0551806,0.0696645,2.22045e-16
12,2.4,0.424039,0.467546,0.266227,0.05,0.669055,0.0627698,0.126597,0.111164,0.161954,2.22045e-16
12,2.5,0.400041,0.451377,0.274311,0.01,0.146005,0.0249888,0.0354873,0.029197,0.0373853,0
12,2.5,0.400041,0.451377,0.274311,0.02,0.288828,0.0324585,0.0657328,0.0540813,0.0725647,0
12,2.5,0.400041,0.451377,0.274311,0.05,0.670869,0.062957,0.132688,0.109169,0.170072,0
12,2.6,0.376043,0.435951,0.282024,0.01,0.146358,0.0248936,0.0366665,0.0283394,0.038851,0
12,2.6,0.376043,0.435951,0.282024,0.02,0.289526,0.0328875,0.0685985,0.0530195,0.0754754,0
12,2.6,0.376043,0.435951,0.282024,0.05,0.672491,0.0630368,0.138791,0.107271,0.17847,0
12,2.7,0.352044,0.42121,0.289395,0.01,0.146675,0.0249569,0.038093,0.027722,0.0403157,0
12,2.7,0.352044,0.42121,0.289395,0.02,0.290153,0.0329492,0.0713365,0.0519147,0.0783978,0
12,2.7,0.352044,0.42121,0.289395,0.05,0.673945,0.0631468,0.14501,0.10553,0.187177,0
12,2.8,0.328046,0.407193,0.296403,0.01,0.14696,0.0248477,0.0393225,0.0270102,0.0417799,2.22045e-16
12,2.8,0.328046,0.407193,0.296403,0.02,0.290716,0.0330746,0.074119,0.0509116,0.0813334,2.22045e-16
12,2.8,0.328046,0.407193,0.296403,0.05,0.675254,0.0631178,0.151137,0.103815,0.196225,2.22045e-16
12,2.9,0.304048,0.393527,0.303237,0.01,0.147217,0.0246071,0.0405105,0.0262864,0.0432435,2.22045e-16
12,2.9,0.304048,0.393527,0.303237,0.02,0.291225,0.0331816,0.077103,0.0500305,0.0842836,2.22045e-16
12,2.9,0.304048,0.393527,0.303237,0.05,0.676437,0.0630275,0.157374,0.102116,0.205652,2.22045e-16
12,3,0.280049,0.380409,0.309795,0.01,0.14745,0.0244856,0.0418948,0.0257221,0.0447067,6.66134e-16
12,3,0.280049,0.380409,0.309795,0.02,0.291687,0.0331667,0.0801332,0.0491993,0.0872496,6.66134e-16
12,3,0.280049,0.380409,0.309795,0.05,0.677509,0.0629547,0.163697,0.100505,0.215498,6.66134e-16
16,0.3,0.928005,0.96813,0.0159348,0.01,0.0783623,0.00552568,0.00233487,0.0709287,0.00604989,2.22045e-16
16,0.3,0.928005,0.96813,0.0159348,0.02,0.155013,0.0125637,0.00464514,0.14111,0.0118087,2.22045e-16
16,0.3,0.928005,0.96813,0.0159348,0.05,0.359986,0.0253896,0.00729581,0.221632,0.0265165,2.22045e-16
16,0.4,0.904007,0.928311,0.0358443,0.01,0.0950556,0.00706454,0.00314151,0.0406801,0.00805149,2.22045e-16
16,0.4,0.904007,0.928311,0.0358443,0.02,0.188034,0.0166573,0.00937489,0.121397,0.0156918,2.22045e-16
16,0.4,0.904007,0.928311,0.0358443,0.05,0.436673,0.0325383,0.0166261,0.215294,0.0350946,2.22045e-16
16,0.5,0.880008,0.891638,0.0541809,0.01,0.107506,0.00848182,0.00398996,0.0328308,0.0100462,3.33067e-16
16,0.5,0.880008,0.891638,0.0541809,0.02,0.212663,0.0172036,0.0107179,0.0881909,0.0195532,3.33067e-16
16,0.5,0.880008,0.891638,0.0541809,0.05,0.493868,0.0373755,0.0229592,0.188917,0.0435942,3.33067e-16
16,0.6,0.85601,0.857753,0.0711237,0.01,0.116717,0.00979138,0.00488713,0.0294695,0.0120345,0
16,0.6,0.85601,0.857753,0.0711237,0.02,0.230885,0.0183392,0.0142044,0.0856529,0.0233956,0
16,0.6,0.85601,0.857753,0.0711237,0.05,0.536185,0.0418728,0.0298868,0.180218,0.0520453,0
16,0.7,0.832011,0.821692,0.089154,0.01,0.123565,0.0104398,0.0071728,0.0330542,0.0140167,2.22045e-16
16,0.7,0.832011,0.821692,0.089154,0.02,0.24443,0.019096,0.0181854,0.0838033,0.0272219,2.22045e-16
16,0.7,0.832011,0.821692,0.089154,0.05,0.56764,0.0456414,0.037089,0.170916,0.0604776,2.22045e-16
16,0.8,0.808013,0.778827,0.110587,0.01,0.128712,0.0139702,0.012003,0.0422666,0.0159931,2.22045e-16
16,0.8,0.808013,0.778827,0.110587,0.02,0.254612,0.0197371,0.023429,0.0825016,0.0310348,2.22045e-16
16,0.8,0.808013,0.778827,0.110587,0.05,0.591287,0.0477449,0.044746,0.157566,0.0689209,2.22045e-16
16,0.9,0.784015,0.73693,0.131535,0.01,0.132637,0.0173686,0.0166207,0.0465592,0.0179643,0
16,0.9,0.784015,0.73693,0.131535,0.02,0.262377,0.0207939,0.0286231,0.0801811,0.0348372,0
16,0.9,0.784015,0.73693,0.131535,0.05,0.609319,0.0498976,0.0525674,0.147256,0.0774057,0
16,1,0.760016,0.699311,0.150344,0.01,0.135676,0.0174829,0.0180748,0.0420367,0.0199304,3.33067e-16
16,1,0.760016,0.699311,0.150344,0.02,0.268388,0.0222986,0.032218,0.0749294,0.0386318,3.33067e-16
16,1,0.760016,0.699311,0.150344,0.05,0.623279,0.0522654,0.0611504,0.142217,0.0859628,3.33067e-16
16,1.1,0.736018,0.665292,0.167354,0.01,0.138064,0.0177348,0.0191095,0.0379836,0.0218921,0
16,1.1,0.736018,0.665292,0.167354,0.02,0.273111,0.0241639,0.0362625,0.0720781,0.0424214,0
16,1.1,0.736018,0.665292,0.167354,0.05,0.634248,0.0547843,0.0691731,0.137494,0.0946244,0
16,1.2,0.71202,0.630866,0.184567,0.01,0.139967,0.020287,0.0226618,0.03873,0.0238495,0
16,1.2,0.71202,0.630866,0.184567,0.02,0.276876,0.0254425,0.0404552,0.0691396,0.0462088,0
16,1.2,0.71202,0.630866,0.184567,0.05,0.64299,0.0561944,0.0772347,0.131997,0.103424,0
16,1.3,0.688021,0.599771,0.200115,0.01,0.141503,0.0214254,0.024853,0.0372439,0.0258031,0
16,1.3,0.688021,0.599771,0.200115,0.02,0.279915,0.027117,0.0443059,0.0663953,0.0499967,0
16,1.3,0.688021,0.599771,0.200115,0.05,0.650049,0.0574882,0.0855074,0.128139,0.112397,0
16,1.4,0.664023,0.569627,0.215186,0.01,0.142759,0.0221912,0.0268389,0.0355232,0.0277533,0
16,1.4,0.664023,0.569627,0.215186,0.02,0.2824,0.0282672,0.0481023,0.0636666,0.0537879,0
16,1.4,0.664023,0.569627,0.215186,0.05,0.655819,0.0585491,0.0936641,0.123971,0.121581,0
16,1.5,0.640025,0.541942,0.229029,0.01,0.143797,0.0225267,0.0285206,0.0337436,0.0297004,0
16,1.5,0.640025,0.541942,0.229029,0.02,0.284453,0.0290377,0.0516722,0.061135,0.0575853,0
16,1.5,0.640025,0.541942,0.229029,0.05,0.660587,0.0596307,0.10179,0.120431,0.131018,0
16,1.6,0.616026,0.516265,0.241868,0.01,0.144664,0.023114,0.0306,0.0326577,0.0316448,0
16,1.6,0.616026,0.516265,0.241868,0.02,0.286167,0.029646,0.0553465,0.0590684,0.0613917,0
16,1.6,0.616026,0.516265,0.241868,0.05,0.664568,0.0606029,0.109703,0.11708,0.14075,0
16,1.7,0.592028,0.492343,0.253828,0.01,0.145394,0.0236566,0.0324711,0.0314916,0.0335868,0
16,1.7,0.592028,0.492343,0.253828,0.02,0.287612,0.0306139,0.0592954,0.0575068,0.06521,0
16,1.7,0.592028,0.492343,0.253828,0.05,0.667922,0.0612265,0.117707,0.114156,0.150828,0
16,1.8,0.56803,0.470134,0.264933,0.01,0.146015,0.0234546,0.0339303,0.0301054,0.035527,3.33067e-16
16,1.8,0.56803,0.470134,0.264933,0.02,0.288839,0.030998,0.0627261,0.0556551,0.0690431,3.33067e-16
16,1.8,0.56803,0.470134,0.264933,0.05,0.670773,0.0617471,0.125925,0.11173,0.161304,3.33067e-16
16,1.9,0.544031,0.448895,0.275552,0.01,0.146546,0.0235868,0.0358182,0.0291753,0.0374655,2.22045e-16
16,1.9,0.544031,0.448895,0.275552,0.02,0.28989,0.0312899,0.0664144,0.0540971,0.072894,2.22045e-16
16,1.9,0.544031,0.448895,0.275552,0.05,0.673214,0.0621726,0.133961,0.109116,0.172237,2.22045e-16
16,2,0.520033,0.429211,0.285395,0.01,0.147004,0.0236214,0.0374973,0.0281965,0.0394028,2.22045e-16
16,2,0.520033,0.429211,0.285395,0.02,0.290797,0.0317339,0.0702605,0.0528331,0.0767658,2.22045e-16
16,2,0.520033,0.429211,0.285395,0.05,0.675319,0.0623343,0.141945,0.106737,0.183697,2.22045e-16
16,2.1,0.496034,0.410708,0.294646,0.01,0.147402,0.0235393,0.0392488,0.0273545,0.0413394,2.22045e-16
16,2.1,0.496034,0.410708,0.294646,0.02,0.291584,0.0320105,0.0739456,0.0515364,0.0806616,2.22045e-16
16,2.1,0.496034,0.410708,0.294646,0.05,0.677147,0.0624928,0.150019,0.104556,0.195757,2.22045e-16
16,2.2,0.472036,0.393338,0.303331,0.01,0.14775,0.0234249,0.0410553,0.0266188,0.0432754,0
16,2.2,0.472036,0.393338,0.303331,0.02,0.292271,0.0320702,0.0775959,0.0503105,0.0845845,0
16,2.2,0.472036,0.393338,0.303331,0.05,0.678743,0.0625793,0.158074,0.10249,0.208505,0
16,2.3,0.448038,0.376852,0.311574,0.01,0.148055,0.0231007,0.0426796,0.0258107,0.0452114,3.33067e-16
16,2.3,0.448038,0.376852,0.311574,0.02,0.292875,0.0321844,0.081448,0.0492561,0.0885377,3.33067e-16
16,2.3,0.448038,0.376852,0.311574,0.05,0.680145,0.0624826,0.166145,0.100477,0.222042,3.33067e-16
16,2.4,0.424039,0.36115,0.319425,0.01,0.148324,0.0229287,0.0445491,0.0251841,0.0471477,0
16,2.4,0.424039,0.36115,0.319425,0.02,0.293408,0.0320505,0.0853871,0.0482704,0.0925247,0
16,2.4,0.424039,0.36115,0.319425,0.05,0.681383,0.0623914,0.17441,0.0985962,0.236482,0
16,2.5,0.400041,0.34635,0.326825,0.01,0.148563,0.022608,0.0462851,0.0245251,0.0490847,0
16,2.5,0.400041,0.34635,0.326825,0.02,0.293881,0.0320144,0.0892631,0.0472979,0.0965489,0
16,2.5,0.400041,0.34635,0.326825,0.05,0.68248,0.0622,0.182552,0.096729,0.251962,0
16,2.6,0.376043,0.33244,0.33378,0.01,0.148776,0.0224289,0.0481753,0.023991,0.0510227,2.22045e-16
16,2.6,0.376043,0.33244,0.33378,0.02,0.294302,0.0319576,0.0929114,0.0462692,0.100614,2.22045e-16
16,2.6,0.376043,0.33244,0.33378,0.05,0.683458,0.061793,0.190843,0.0950384,0.268641,2.22045e-16
16,2.7,0.352044,0.31946,0.34027,0.01,0.148967,0.0221454,0.0501253,0.0235299,0.0529622,2.22045e-16
16,2.7,0.352044,0.31946,0.34027,0.02,0.294678,0.0318824,0.0964437,0.0452727,0.104723,2.22045e-16
16,2.7,0.352044,0.31946,0.34027,0.05,0.684333,0.0613182,0.199185,0.0935014,0.286711,2.22045e-16
16,2.8,0.328046,0.307349,0.346325,0.01,0.149138,0.0218761,0.051974,0.0230624,0.0549035,0
16,2.8,0.328046,0.307349,0.346325,0.02,0.295017,0.0317925,0.100161,0.0444444,0.108881,0
16,2.8,0.328046,0.307349,0.346325,0.05,0.685119,0.0609723,0.207371,0.0920166,0.306398,0
16,2.9,0.304048,0.296123,0.351938,0.01,0.149292,0.02162,0.0537301,0.0226044,0.056847,2.22045e-16
16,2.9,0.304048,0.296123,0.351938,0.02,0.295322,0.0317794,0.103931,0.0437239,0.11309,2.22045e-16
16,2.9,0.304048,0.296123,0.351938,0.05,0.685827,0.0606942,0.215453,0.0906419,0.327983,2.22045e-16
16,3,0.280049,0.285612,0.357194,0.01,0.149431,0.0213265,0.0555843,0.0222226,0.0587932,3.33067e-16
16,3,0.280049,0.285612,0.357194,0.02,0.295597,0.0317076,0.10763,0.0430303,0.117356,3.33067e-16
16,3,0.280049,0.285612,0.357194,0.05,0.686467,0.060384,0.22361,0.0893992,0.351806,3.33067e-16
